,Column1,Nombre Común,Nombre Inglés,Nombre Portugués,Nombre Científico,Registros
714,715,Cacique Lomiescarlata,Subtropical Cacique,No Existe Registro,Cacicus uropygialis,2
715,716,Cacique Lomiamarillo,Yellow-rumped Cacique,Xexéu,Cacicus cela,33
716,717,Arrendajo de Montaña,Mountain Cacique,No Existe Registro,Cacicus chrysonotus,3
717,718,No Existe Registro,Casqued Oropendola,Japu-de-capacete,Cacicus oseryi,1
718,719,Bolsero Coliamarillo,Yellow-tailed Oriole,No Existe Registro,Icterus mesomelas,15
719,720,Oriol Filiblanco,White-edged Oriole,No Existe Registro,Icterus graceannae,4
720,721,Matico,Orange-backed Troupial,João-pinto,Icterus croconotus,2
721,722,Tordo Gigante,Giant Cowbird,Iraúna-grande,Molothrus oryzivorus,3
722,723,Tordo Renegrido,Shiny Cowbird,Chupim,Molothrus bonariensis,23
723,724,Chivillo,Scrub Blackbird,No Existe Registro,Dives warczewiczi,42
724,725,Zanate Mexicano,Great-tailed Grackle,No Existe Registro,Quiscalus mexicanus,16
725,726,Chango Oriolino,Oriole Blackbird,Iratauá-grande,Gymnomystax mexicanus,1
726,727,No Existe Registro,Black-lored Yellowthroat,No Existe Registro,Geothlypis auricularis,2
727,728,Antifacito Coroniolivo,Olive-crowned Yellowthroat,No Existe Registro,Geothlypis semiflava,2
728,729,Pitiayumí,Tropical Parula,Mariquita,Setophaga pitiayumi,21
729,730,Reinita Gorjinaranja,Blackburnian Warbler,Mariquita-papo-de-fogo,Setophaga fusca,11
730,731,Reinita de Manglar,American Yellow Warbler,Mariquita-amarela,Setophaga petechia,159
731,732,Arañero Estriado,Blackpoll Warbler,Mariquita-de-perna-clara,Setophaga striata,2
732,733,Arañero Cabecinegro,Black-crested Warbler,No Existe Registro,Myiothlypis nigrocristata,5
733,734,Reinita Lomihabana,Buff-rumped Warbler,Pula-pula-de-cauda-avermelhada,Myiothlypis fulvicauda,4
734,735,No Existe Registro,Grey-and-gold Warbler,No Existe Registro,Myiothlypis fraseri,8
735,736,Reinita Coronirroja,Russet-crowned Warbler,No Existe Registro,Myiothlypis coronata,8
736,737,Reinita Cabecilistada,Three-striped Warbler,No Existe Registro,Basileuterus tristriatus,7
737,738,Reinita Tribandeada,Three-banded Warbler,No Existe Registro,Basileuterus trifasciatus,1
738,739,No Existe Registro,Canada Warbler,Mariquita-do-canadá,Cardellina canadensis,4
739,740,Candelita Plomiza,Slate-throated Whitestart,Mariquita-cinza,Myioborus miniatus,19
740,741,Bijirita de Anteojos,Spectacled Whitestart,No Existe Registro,Myioborus melanocephalus,7
741,742,Picogrueso Ventriamarillo,Golden Grosbeak,No Existe Registro,Pheucticus chrysogaster,31
742,743,Rey del Bosque,Black-backed Grosbeak,Rei-do-bosque,Pheucticus aureoventris,1
743,744,Picogrueso Pechirrosado,Rose-breasted Grosbeak,No Existe Registro,Pheucticus ludovicianus,1
744,745,Picogrueso Negro Azulado,Blue-black Grosbeak,No Existe Registro,Cyanoloxia cyanoides,2
745,746,Reinamora Amazónica,Amazonian Grosbeak,Azulão-da-amazônia,Cyanoloxia rothschildii,1
746,747,Tangara Pechiocrácea,Ochre-breasted Tanager,No Existe Registro,Habia stolzmanni,2
747,748,Piranga Capuchirroja,Red-hooded Tanager,No Existe Registro,Piranga rubriceps,1
748,749,Tangara Aliblanca,White-winged Tanager,Sanhaçu-de-asa-branca,Piranga leucoptera,6
749,750,Tangara Veranera,Summer Tanager,Sanhaçu-vermelho,Piranga rubra,9
750,751,Tangará Encinera,Hepatic Tanager,No Existe Registro,Piranga hepatica,3
751,752,No Existe Registro,No Existe Registro,No Existe Registro,Geospiza sp.,4
752,753,No Existe Registro,No Existe Registro,No Existe Registro,Sporophila sp.,1
753,754,No Existe Registro,No Existe Registro,No Existe Registro,Tangara sp.,1
754,755,Diadema,Plushcap,No Existe Registro,Catamblyrhynchus diadema,1
755,756,Yal Platero,Band-tailed Sierra-finch,No Existe Registro,Corydospiza alaudina,1
756,757,Mielero Verde,Green Honeycreeper,Saí-verde,Chlorophanes spiza,4
757,758,No Existe Registro,Golden-collared Honeycreeper,No Existe Registro,Iridophanes pulcherrimus,3
758,759,Tangara Cejiescarlata,Scarlet-browed Tanager,No Existe Registro,Heterospingus xanthopygius,1
759,760,Saíra Dorada,Guira Tanager,Saíra-de-papo-preto,Hemithraupis guira,2
760,761,Tersina,Swallow Tanager,Saí-andorinha,Tersina viridis,5
761,762,Mielerito Cerúleo,Purple Honeycreeper,Saí-de-perna-amarela,Cyanerpes caeruleus,2
762,763,Saí Azul,Blue Dacnis,Saí-azul,Dacnis cayana,3
763,764,Dacnis Ventriamarillo,Yellow-bellied Dacnis,Saí-amarela,Dacnis flaviventer,1
764,765,Mielero de Cara Negra,Black-faced Dacnis,Saí-de-máscara-preta,Dacnis lineata,6
765,766,Pepitero Gris,Amazonian Grey Saltator,Sabiá-gongá,Saltator coerulescens,5
766,767,Pepitero Listado,Streaked Saltator,No Existe Registro,Saltator striatipectus,17
767,768,Pepitero Garganta Canela,Buff-throated Saltator,Tempera-viola,Saltator maximus,18
768,769,Saltador Alinegro,Black-winged Saltator,No Existe Registro,Saltator atripennis,9
769,770,Picurero Cabeza Negra,Black-headed Saltator,No Existe Registro,Saltator atriceps,1
770,771,Piquigordo de Garganta Blanca,Slate-colored Grosbeak,Bico-encarnado,Saltator grossus,3
771,772,Mielero,Bananaquit,Cambacica,Coereba flaveola,23
772,773,Semillerito Cariamarillo,Yellow-faced Grassquit,No Existe Registro,Tiaris olivaceus,1
773,774,Espiguero Pardo,Dull-colored Grassquit,Cigarra-parda,Asemospiza obscura,3
774,775,Pinzón Cantor Gris,Grey Warbler-finch,No Existe Registro,Certhidea fusca,17
775,776,Pinzón Cantor Verde,Green Warbler-finch,No Existe Registro,Certhidea olivacea,14
776,777,Pinzón Vegetariano,Vegetarian Finch,No Existe Registro,Platyspiza crassirostris,8
777,778,Pinzón Arbóreo Chico,Small Tree-finch,No Existe Registro,Geospiza parvula,26
778,779,Pinzón Carpintero,Woodpecker Finch,No Existe Registro,Geospiza pallida,7
779,780,Pinzón Terrestre Chico,Small Ground-finch,No Existe Registro,Geospiza fuliginosa,192
780,781,Pinzón Terrestre Mediano,Medium Ground-finch,No Existe Registro,Geospiza fortis,51
781,782,Pinzón Terrestre Grande,Large Ground-finch,No Existe Registro,Geospiza magnirostris,20
782,783,Pinzón Terrestre de Española,Espanola Cactus-finch,No Existe Registro,Geospiza conirostris,7
783,784,Pinzón Cactero Chico,Common Cactus-finch,No Existe Registro,Geospiza scandens,33
784,785,Volatinero,Blue-black Grassquit,Tiziu,Volatinia jacarina,15
785,786,Tangara Crestiflama,Flame-crested Tanager,Tiê-galo,Islerothraupis cristata,1
786,787,Tangara Hombriblanca,White-shouldered Tanager,Pipira-de-encontro-branco,Islerothraupis luctuosa,2
787,788,Pinzón Carmesí,Crimson-breasted Finch,No Existe Registro,Rhodospingus cruentus,13
788,789,Tangara Coronidorada,Tawny-crested Tanager,No Existe Registro,Chrysocorypha delatrii,3
789,790,Tangara Fulva,Fulvous Shrike-tanager,Pipira-parda,Lanio fulvus,1
790,791,Frutero Negro,White-lined Tanager,Pipira-preta,Tachyphonus rufus,17
791,792,Tangará Enmascarada,Masked Crimson Tanager,Pipira-de-máscara,Ramphocelus nigrogularis,5
792,793,Fueguero Oscuro,Silver-beaked Tanager,Pipira-vermelha,Ramphocelus carbo,12
793,794,Sangretoro Lomo de Fuego,Flame-rumped Tanager,No Existe Registro,Ramphocelus flammigerus,31
794,795,Corbatita Garganta Negra,Black Seedeater,No Existe Registro,Sporophila corvina,1
795,796,No Existe Registro,Black-breasted Seedeater,No Existe Registro,Sporophila ophthalmica,31
796,797,Espiguero del Ecuador,Caqueta Seedeater,Papa-capim-de-caquetá,Sporophila murallae,1
797,798,Corbatita Amarillo,Yellow-bellied Seedeater,Baiano,Sporophila nigricollis,16
798,799,Semillero Piquigrueso,Thick-billed Seed-finch,No Existe Registro,Sporophila funerea,1
799,800,Curió,Chestnut-bellied Seed-Finch,Curió,Sporophila angolensis,4
800,801,No Existe Registro,Large-billed Seed-finch,Bicudinho,Sporophila crassirostris,2
801,802,Espiguero Pizarroso,Slate-colored Seedeater,Cigarrinha-do-norte,Sporophila schistacea,1
802,803,Espiguero Pico de Loro,Parrot-billed Seedeater,No Existe Registro,Sporophila peruviana,8
803,804,Espiguero Corbatón,Chestnut-throated Seedeater,No Existe Registro,Sporophila telasco,5
804,805,Espiguero de Vientre Castaño,Chestnut-bellied Seedeater,Caboclinho-de-peito-castanho,Sporophila castaneiventris,7
805,806,Espiguero Menudo,Ruddy-breasted Seedeater,Caboclinho-lindo,Sporophila minuta,1
806,807,Hemispungo Capuchigris,Grey-hooded Tanager,No Existe Registro,Cnemoscopus rubrirostris,2
807,808,Hemispingo Coroninegro,Black-capped Hemispingus,No Existe Registro,Kleinothraupis atropileus,3
808,809,Buscador Oleaginoso,Oleaginous Hemispingus,No Existe Registro,Sphenopsis frontalis,1
809,810,Hemispingus de Antifaz,Black-eared Hemispingus,No Existe Registro,Sphenopsis melanotis,3
810,811,Hemispingo Cejón,Eyebrowed Hemispingus,No Existe Registro,Thlypopsis superciliaris,1
811,812,Tangara Pechicanela,Rufous-chested Tanager,No Existe Registro,Thlypopsis ornata,3
812,813,Quinuero Dorsinegro,Stolzmann´s Tanager,No Existe Registro,Urothraupis stolzmanni,2
813,814,Picocono Coronado,Capped Conebill,No Existe Registro,Conirostrum albifrons,3
814,815,Saí Grande,Giant Conebill,No Existe Registro,Conirostrum binghami,1
815,816,Picocono Dorsiazul,Blue-backed Conebill,No Existe Registro,Conirostrum sitticolor,3
816,817,Mielerito Cinéreo,Cinereous Conebill,No Existe Registro,Conirostrum cinereum,8
817,818,Sabanero Goliazufrado,Sulphur-throated Finch,No Existe Registro,Sicalis taczanowskii,1
818,819,Jilguero Dorado,Saffron Finch,Canário-da-terra-verdadeiro,Sicalis flaveola,21
819,820,Yal Chico,Ash-breasted Sierra-finch,No Existe Registro,Geospizopsis plebejus,3
820,821,Yal Plomizo,Plumbeous Sierra-finch,No Existe Registro,Geospizopsis unicolor,8
821,822,No Existe Registro,Streaked Dacnis,No Existe Registro,Xenodacnis petersi,1
822,823,Piquitodeoro Común,Band-tailed Seedeater,No Existe Registro,Catamenia analis,3
823,824,Piquitodeoro Grande,Plain-colored Seedeater,No Existe Registro,Catamenia inornata,8
824,825,Semillero Paramero,Paramo Seedeater,Patativa-da-amazônia,Catamenia homochroa,1
825,826,Pinchaflor Azul,Bluish Flowerpiercer,No Existe Registro,Diglossa caerulescens,1
826,827,Pinchaflor Enmascarado,Masked Flowerpiercer,No Existe Registro,Diglossa cyanea,15
827,828,Payador Canela,Rusty Flowerpiercer,No Existe Registro,Diglossa sittoides,2
828,829,Pinchaflor Satinado,Glossy Flowerpiercer,No Existe Registro,Diglossa lafresnayii,3
829,830,Robanectar,White-sided Flowerpiercer,No Existe Registro,Diglossa albilatera,9
830,831,Pinchaflor Negro,Black Flowerpiercer,No Existe Registro,Diglossa humeralis,13
831,832,Tangara Bermellón,Vermilion Tanager,No Existe Registro,Calochaetes coccineus,1
832,833,Frutero de Collar Dorado,Golden-collared Tanager,No Existe Registro,Iridosornis jelskii,2
833,834,Tangara Coronidorada,Golden-crowned Tanager,No Existe Registro,Iridosornis rufivertex,2
834,835,Saíra de Antifaz,Fawn-breasted Tanager,Saíra-viúva,Pipraeidea melanonota,7
835,836,No Existe Registro,Green-mantled Tanager,No Existe Registro,Pipraeidea darwinii,5
836,837,Tangara Diadema,Buff-breasted Mountain-tanager,No Existe Registro,Dubusia taeniata,2
837,838,Azulejo Real,Hooded Mountain-tanager,No Existe Registro,Buthraupis montana,4
838,839,Azulejo Montañero,Blue-capped Tanager,No Existe Registro,Sporathraupis cyanocephala,6
839,840,Tangará Lorito,Grass-green Tanager,No Existe Registro,Chlorornis riefferii,4
840,841,No Existe Registro,Black-chested Mountain-tanager,No Existe Registro,Cnemathraupis eximia,3
841,842,Tangara-Montana Aliazul,Blue-winged Mountain-tanager,No Existe Registro,Anisognathus somptuosus,13
842,843,Tangara Montana Barbinegra,Black-chinned Mountain-tanager,No Existe Registro,Anisognathus notabilis,4
843,844,No Existe Registro,Scarlet-bellied Mountain-tanager,No Existe Registro,Anisognathus lunulatus,8
844,845,Tangara Lacrimosa,Lacrimose Mountain-tanager,No Existe Registro,Anisognathus lacrymosus,2
845,846,Tangara Verde Reluciente,Glistening-green Tanager,No Existe Registro,Chlorochrysa phoenicotis,3
846,847,Tangara Orejinaranja,Orange-eared Tanager,No Existe Registro,Chlorochrysa calliparaea,3
847,848,Tangara Dorsimusgosa,Moss-backed Tanager,No Existe Registro,Bangsia edwardsi,2
848,849,Frutero Overo,Magpie Tanager,Tietinga,Cissopis leverianus,9
849,850,Cardenal Bandera Alemana,Red-capped Cardinal,Cardeal-da-amazônia,Paroaria gularis,5
850,851,Tangara Golirrufa,Rufous-throated Tanager,No Existe Registro,Tangara rufigula,3
851,852,Tangara Punteada,Spotted Tanager,Saíra-negaça,Tangara punctata,4
852,853,Tangara Ventriamarilla,Yellow-bellied Tanager,Saíra-de-barriga-amarela,Tangara xanthogastra,2
853,854,Tangara Nuquidorada,Golden-naped Tanager,No Existe Registro,Tangara ruficervix,9
854,855,Tangara Doradigris,Grey-and-gold Tanager,No Existe Registro,Tangara palmeri,1
855,856,Azulejo de Jardín,Blue-grey Tanager,Sanhaço-azul,Tangara episcopus,68
856,857,Celestino Oliváceo,Palm Tanager,Sanhaco-do-coqueiro,Tangara palmarum,26
857,858,Tangara Capirotada,Black-capped Tanager,No Existe Registro,Tangara heinei,6
858,859,Tangara Capuchidorada,Golden-hooded Tanager,No Existe Registro,Tangara larvata,2
859,860,Tangara Cabeciazul,Blue-necked Tanager,Saíra-de-cabeça-azul,Tangara cyanicollis,15
860,861,Tángara de Pecho Negro,Masked Tanager,Saíra-mascarada,Tangara nigrocincta,2
861,862,Tangara Matorralera,Scrub Tanager,No Existe Registro,Tangara vitriolina,6
862,863,Tangara Negriazul,Blue-and-black Tanager,No Existe Registro,Tangara vassorii,2
863,864,Tanagara Mariposa,Beryl-spangled Tanager,No Existe Registro,Tangara nigroviridis,6
864,865,Tangara Cejiazul,Blue-browed Tanager,No Existe Registro,Tangara cyanotis,2
865,866,Tangara Verdimetálica,Metallic-green Tanager,No Existe Registro,Tangara labradorides,4
866,867,Tangara Cabecicastaña,Bay-headed Tanager,Saíra-de-cabeça-castanha,Tangara gyrola,15
867,868,Tangara Orejidorada,Golden-eared Tanager,No Existe Registro,Tangara chrysotis,6
868,869,Tangara Coroniazafrán,Saffron-crowned Tanager,No Existe Registro,Tangara xanthocephala,5
869,870,Tangara Cara de Fuego,Flame-faced Tanager,No Existe Registro,Tangara parzudakii,13
870,871,Tangara Verde y Dorada,Green-and-gold Tanager,Saíra-ouro,Tangara schrankii,1
871,872,No Existe Registro,Golden Tanager,No Existe Registro,Tangara aurulenta,26
872,873,Tangara Goliplata,Silver-throated Tanager,No Existe Registro,Tangara icterocephala,11
873,874,Tangara Turquesa,Turquoise Tanager,Saíra-de-bando,Tangara mexicana,3
874,875,Tangara del Paraíso,Paradise Tanager,Sete-cores-da-amazônia,Tangara chilensis,5
875,876,Tangara Cejiopalina,Opal-crowned Tanager,Saíra-opala,Tangara callophrys,2
876,877,Tangara Velia,Opal-rumped Tanager,Saíra-diamante,Tangara velia,1
877,878,Lechuza de Campanario,Common Barn-owl,Suindara,Tyto alba,2
878,879,Mochuelo Ecuatoriano,Cloud-forest Pygmy-owl,No Existe Registro,Glaucidium nubicola,1
879,880,Caburé Andino,Andean Pygmy-owl,No Existe Registro,Glaucidium jardinii,2
880,881,Mochuelo del Pacífico,Peruvian Pygmy-owl,No Existe Registro,Glaucidium peruanum,17
881,882,Lechucita Vizcachera,Burrowing Owl,Coruja-buraqueira,Athene cunicularia,5
882,883,Lechuzón Negruzco,Stygian Owl,Mocho-diabo,Asio stygius,1
883,884,Lechuzón Orejudo,Striped Owl,Coruja-orelhuda,Asio clamator,1
884,885,Lechuzón Campestre,Short-eared Owl,Mocho-dos-banhados,Asio flammeus,3
885,886,Alilicucú Común,Tropical Screech-owl,Corujinha-do-mato,Megascops choliba,5
886,887,No Existe Registro,Peruvian Screech-owl,No Existe Registro,Megascops roboratus,2
887,888,No Existe Registro,Vermiculated Screech-owl,No Existe Registro,Megascops vermiculatus,1
888,889,Lechuzón Mocho Grande,Spectacled Owl,Murucututu,Pulsatrix perspicillata,7
889,890,Lechuzón Acollarado Grande,Band-bellied Owl,No Existe Registro,Pulsatrix melanota,2
890,891,Lechuza Estriada,Mottled Owl,Coruja-do-mato,Ciccaba virgata,1
891,892,Búho Carinegro,Black-and-white Owl,No Existe Registro,Ciccaba nigrolineata,2
892,893,Lechuza Negra,Black-banded Owl,Coruja-preta,Ciccaba huhula,2
893,894,Jacamar Orejiblanco,White-eared Jacamar,Ariramba-vermelha,Galbalcyrhynchus leucotis,3
894,895,Jacamar Barbiblanco,White-chinned Jacamar,Ariramba-de-barba-branca,Galbula tombacea,2
895,896,Jacamar Pechicobrizo,Coppery-chested Jacamar,No Existe Registro,Galbula pastazae,2
896,897,Jacamar Grande,Great Jacamar,Jacamaraçu,Jacamerops aureus,2
897,898,Buco Pinto,Greater Pied Puffbird,Macuru-pintado,Notharchus tectus,1
898,899,Buco Barreteado,Barred Puffbird,No Existe Registro,Nystalus radiatus,1
899,900,Buco Pechiblanco,White-chested Puffbird,Barbudo-pardo,Malacoptila fusca,1
900,901,Buco barbon,White-whiskered Puffbird,No Existe Registro,Malacoptila panamensis,2
901,902,Buco Negrilistado,Black-streaked Puffbird,No Existe Registro,Malacoptila fulvogularis,2
902,903,Monjito Rayado,Lanceolated Monklet,Macuru-papa-mosca,Micromonacha lanceolata,1
903,904,Chacurú Chico,Rusty-breasted Nunlet,Macuru,Nonnula rubecula,1
904,905,Bati Bati,Black-fronted Nunbird,Chora-chuva-preto,Monasa nigrifrons,8
905,906,Monja Frentiblanca,White-fronted Nunbird,Chora-chuva-de-cara-branca,Monasa morphoeus,1
906,907,Monja Piquigualda,Yellow-billed Nunbird,Chora-chuva-de-bico-amarelo,Monasa flavirostris,3
907,908,Buco Golondrina,Swallow-winged Puffbird,Urubuzinho,Chelidoptera tenebrosa,1
908,909,Tucán Pico Castaño,Yellow-throated Toucan,No Existe Registro,Ramphastos ambiguus,8
909,910,Tucán de Cuvier,Cuvier´s Toucan,No Existe Registro,Ramphastos cuvieri,7
910,911,Tucán del Chocó,Choco Toucan,No Existe Registro,Ramphastos brevis,6
911,912,No Existe Registro,Yellow-ridged Toucan,No Existe Registro,Ramphastos culminatus,2
912,913,Tucán de Pico Acanalado,Channel-billed Toucan,Tucano-de-bico-preto,Ramphastos vitellinus,1
913,914,Tucanete Lomirrojo,Crimson-rumped Toucanet,No Existe Registro,Aulacorhynchus haematopygus,12
914,915,Tucanete Filicastaño,Chestnut-tipped Toucanet,No Existe Registro,Aulacorhynchus derbianus,1
915,916,Tucán Andino Piquilaminado,Plate-billed Mountain-toucan,No Existe Registro,Andigena laminirostris,12
916,917,Tucancillo Collaridorado,Red-billed Toucanet,Saripoca-de-coleira,Selenidera reinwardtii,2
917,918,No Existe Registro,Humboldt´s Araçari,No Existe Registro,Pteroglossus humboldti,7
918,919,Arasari Letreado,Lettered Araçari,Araçari-miudinho-de-bico-riscado,Pteroglossus inscriptus,1
919,920,No Existe Registro,Pale-billed Araçari,No Existe Registro,Pteroglossus erythropygius,14
920,921,Arasarí Fajado,Chestnut-eared Araçari,Araçari-castanho,Pteroglossus castanotis,5
921,922,Arasari Bifajeado,Many-banded Araçari,Araçari-de-cinta-dupla,Pteroglossus pluricinctus,4
922,923,Arasarí de Azara,Ivory-billed Araçari,Araçari-de-bico-de-marfim,Pteroglossus azara,2
923,924,Barbudo Coronirrojo,Scarlet-crowned Barbet,Capitão-de-coroa,Capito aurovirens,2
924,925,Barbudo Frentinaranja,Orange-fronted Barbet,No Existe Registro,Capito squamatus,1
925,926,Barbudo Dorado,Gilded Barbet,Capitão-de-fronte-dourada,Capito auratus,11
926,927,Barbudo de Garganta Limón,Lemon-throated Barbet,Capitão-de-bigode-limão,Eubucco richardsoni,3
927,928,Barbudo Cabecirrojo,Red-headed Barbet,No Existe Registro,Eubucco bourcierii,16
928,929,Barbudo Tucan,Toucan Barbet,No Existe Registro,Semnornis ramphastinus,10
929,930,Telegrafista de Lafresnaye,Lafresnaye´s Piculet,Pica-pau-anão-do-amazonas,Picumnus lafresnayi,4
930,931,Telegrafista Ecuatoriano,Ecuadorian Piculet,No Existe Registro,Picumnus sclateri,1
931,932,Carpintero Poderoso,Powerful Woodpecker,No Existe Registro,Campephilus pollens,3
932,933,Carpintero Garganta Negra,Crimson-crested Woodpecker,Pica-pau-de-topete-vermelho,Campephilus melanoleucos,6
933,934,Carpintero Guayaquileño,Guayaquil Woodpecker,No Existe Registro,Campephilus gayaquilensis,10
934,935,Carpintero Dorado Común,Golden-green Woodpecker,Pica-pau-dourado-escuro,Piculus chrysochloros,2
935,936,Carpintero Dorso Carmesi,Crimson-mantled Woodpecker,No Existe Registro,Colaptes rivolii,9
936,937,Carpintero de Pecho Punteado,Spot-breasted Woodpecker,Pica-pau-de-peito-pontilhado,Colaptes punctigula,2
937,938,Carpintero Dorado Gris,Golden-olive Woodpecker,Pica-pau-oliváceo,Colaptes rubiginosus,17
938,939,Carpintero Pechinegro Amazónico,Amazonian Black-breasted Woodpecker,No Existe Registro,Celeus occidentalis,1
939,940,Carpintero Flavo,Cream-colored Woodpecker,Pica-pau-amarelo,Celeus flavus,1
940,941,Carpintero Elegante,Chestnut Woodpecker,Pica-pau-chocolate,Celeus elegans,1
941,942,Carpintero Garganta Estriada,Lineated Woodpecker,Pica-pau-de-banda-branca,Hylatomus lineatus,6
942,943,Carpintero Penachiamarillo,Yellow-tufted Woodpecker,Benedito-de-testa-vermelha,Melanerpes cruentatus,8
943,944,Carpintero Cara Negra,Black-cheeked Woodpecker,No Existe Registro,Melanerpes pucherani,8
944,945,Carpintero Oliva Oscuro,Smoky-brown Woodpecker,No Existe Registro,Leuconotopicus fumigatus,3
945,946,Carpintero Culirrrojo,Red-rumped Woodpecker,Pica-pau-de-sobre-vermelho,Veniliornis kirkii,1
946,947,Carpintero Dorsiescarlata,Scarlet-backed Woodpecker,No Existe Registro,Veniliornis callonotus,10
947,948,Carpintero Ventriamarillo,Yellow-vented Woodpecker,No Existe Registro,Veniliornis dignus,1
